Date,Time,LogType,CurrentStatus,LatchedStatus,GeneralStatus,ProductNumber,BPMSet,TargetWeight,FullBagCount,TotalDumpWeight,IF5_CurrentStatus,IF5_WarningStatus,IF5_HopperLevel,IF5_TotalBase,IF5_TotalDry,IF5_TotalLIS,IF5_Total,IF5_DryPercent,IF5_OilPercent,IF5_LISPercent,IF5_WC_ConversionFactor
18/06/2021,09:13:39,S,191,12,1,1,50,151,6426,971108,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:13:43,S,650,650,1,1,50,151,6427,971259,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:14:14,T,650,650,1,1,50,151,6450,974734,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:14:45,T,650,650,1,1,50,151,6476,978661,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:15:16,T,650,650,1,1,50,151,6498,981984,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:15:47,T,650,650,1,1,50,151,6520,985308,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:16:17,T,650,650,1,1,50,151,6540,988329,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:16:48,T,650,650,1,1,50,151,6565,992105,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:17:09,S,692,650,3,1,50,151,6577,993766,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:17:11,S,190,12,3,1,50,151,6577,993766,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:17:41,T,190,12,3,1,50,151,6577,993766,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:17:48,S,191,12,1,1,50,151,6577,993766,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:17:50,S,650,650,1,1,50,151,6577,993917,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:18:20,T,650,650,1,1,50,151,6599,997243,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:18:51,T,650,650,1,1,50,151,6624,1001020,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:19:22,T,650,650,1,1,50,151,6649,1004797,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:19:53,T,650,650,1,1,50,151,6673,1008422,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:20:24,T,650,650,1,1,50,151,6698,1012350,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:20:54,T,650,650,1,1,50,151,6722,1015824,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:21:19,S,692,12,3,1,50,151,6739,1018392,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:21:21,S,190,12,3,1,50,151,6739,1018392,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:21:52,T,190,12,3,1,50,151,6739,1018392,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:22:23,T,190,12,3,1,50,151,6739,1018392,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:22:53,T,190,12,3,1,50,151,6739,1018392,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:23:20,S,191,12,1,1,50,151,6739,1018392,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:23:22,S,650,650,1,1,50,151,6740,1018392,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:23:30,S,692,650,1,1,50,151,6745,1019298,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:23:32,S,190,12,3,1,50,151,6745,1019298,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:24:03,T,190,12,3,1,50,151,6745,1019298,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:24:18,S,191,12,1,1,50,151,6745,1019298,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:24:22,S,650,650,1,1,50,151,6746,1019449,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:24:52,T,650,650,1,1,50,151,6772,1023376,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:25:23,T,650,650,1,1,50,151,6798,1027302,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:25:54,T,650,650,1,1,50,151,6823,1031078,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:26:25,T,650,650,1,1,50,151,6849,1035005,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:26:56,T,650,650,1,1,50,151,6875,1038933,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:27:26,T,650,650,1,1,50,151,6900,1042860,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:27:31,S,190,12,3,1,50,151,6902,1042860,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:28:01,T,190,12,3,1,50,151,6902,1042860,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:28:32,T,190,12,3,1,50,151,6902,1042860,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:29:03,T,190,12,3,1,50,151,6902,1042860,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:29:13,S,191,12,1,1,50,151,6902,1042860,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:29:15,S,650,650,1,1,50,151,6902,1043011,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:29:46,T,650,650,1,1,50,151,6924,1046334,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:30:17,T,650,650,1,1,50,151,6948,1049958,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:30:48,T,650,650,1,1,50,151,6974,1053889,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:31:18,T,650,650,1,1,50,151,6997,1057516,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:31:49,T,650,650,1,1,50,151,7021,1060990,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:32:20,T,650,650,1,1,50,151,7045,1064616,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:32:51,T,650,650,1,1,50,151,7067,1068091,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:33:22,T,650,650,1,1,50,151,7090,1071414,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:33:52,T,650,650,2,1,50,151,7114,1074888,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:34:23,T,650,650,1,1,50,151,7135,1078363,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:34:35,S,692,650,1,1,50,151,7145,1079722,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:34:37,S,190,12,3,1,50,151,7145,1079722,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:35:08,T,190,12,3,1,50,151,7145,1079722,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:35:39,T,190,12,3,1,50,151,7145,1079722,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:36:10,T,190,12,3,1,50,151,7145,1079722,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:36:39,S,191,12,3,1,50,151,7145,1079722,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:36:43,S,190,12,3,1,50,151,7145,1079722,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:36:55,S,191,650,1,1,50,151,7146,1079722,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:36:57,S,650,650,1,1,50,151,7146,1079722,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:37:28,T,650,650,1,1,50,151,7171,1083649,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:37:59,T,650,650,1,1,50,151,7180,1085008,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:38:29,T,650,650,1,1,50,151,7202,1088331,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:39:00,T,650,650,2,1,50,151,7224,1091504,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:39:31,T,650,650,1,1,50,151,7247,1095129,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:40:02,T,650,650,1,1,50,151,7269,1098604,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:40:33,T,650,650,1,1,50,151,7292,1101928,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:41:03,T,650,650,1,1,50,151,7316,1105558,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:41:34,T,650,650,1,1,50,151,7337,1108729,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:42:05,T,650,650,1,1,50,151,7361,1112355,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:42:36,T,650,650,1,1,50,151,7384,1115832,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:43:06,T,650,650,1,1,50,151,7406,1119306,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:43:37,T,650,650,1,1,50,151,7427,1122331,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:44:08,T,650,650,1,1,50,151,7451,1125959,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:44:39,T,650,650,1,1,50,151,7476,1129737,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:45:10,T,650,650,1,1,50,151,7492,1132156,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:45:40,T,650,650,1,1,50,151,7504,1133817,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:46:11,T,650,650,1,1,50,151,7519,1136234,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:46:42,T,650,650,2,1,50,151,7521,1136386,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:47:13,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:47:44,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:48:14,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:48:45,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:49:16,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:49:47,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:50:17,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:50:48,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:51:19,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:51:50,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:52:21,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:52:51,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:53:22,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:53:53,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:54:24,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:54:55,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:55:25,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:55:56,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:56:27,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:56:58,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:57:28,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:57:59,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:58:30,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:59:01,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:59:32,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:00:02,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:00:33,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:01:04,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:01:35,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:02:06,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:02:36,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:03:07,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:03:38,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:04:09,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:04:40,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:05:10,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:05:41,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:06:12,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:06:43,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:07:13,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:07:44,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:08:15,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:08:46,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:09:17,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:09:47,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:10:18,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:10:49,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:11:20,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:11:51,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:12:21,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:12:52,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:13:23,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:13:54,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:14:24,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:14:55,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:15:26,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:15:57,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:16:28,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:16:58,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:17:29,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:18:00,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:18:31,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:19:02,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:19:32,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:20:03,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:20:34,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:21:05,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:21:36,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:22:06,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:22:37,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:23:08,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:23:39,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:24:09,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:24:40,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:25:11,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:25:42,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:26:13,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:26:43,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:27:14,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:27:45,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:28:16,T,650,650,2,1,50,151,7536,1138654,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:28:47,T,650,650,2,1,50,151,7540,1139258,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:29:17,T,650,650,1,1,50,151,7547,1140467,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:29:48,T,650,650,1,1,50,151,7565,1143042,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:30:19,T,650,650,1,1,50,151,7584,1146065,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:30:50,T,650,650,2,1,50,151,7599,1148332,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:31:20,T,650,650,1,1,50,151,7611,1150146,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:31:51,T,650,650,2,1,50,151,7621,1151506,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:32:22,T,650,650,2,1,50,151,7630,1152866,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:32:53,T,650,650,2,1,50,151,7639,1154226,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:33:24,T,650,650,1,1,50,151,7644,1155133,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:33:54,T,650,650,1,1,50,151,7659,1157552,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:34:25,T,650,650,2,1,50,151,7674,1159516,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:34:56,T,650,650,1,1,50,151,7693,1162538,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:35:27,T,650,650,2,1,50,151,7704,1164200,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:35:58,T,650,650,1,1,50,151,7721,1166770,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:36:28,T,650,650,1,1,50,151,7739,1169490,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:36:59,T,650,650,1,1,50,151,7752,1171454,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:37:30,T,650,650,1,1,50,151,7769,1174022,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:38:01,T,650,650,1,1,50,151,7787,1176741,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:38:31,T,650,650,1,1,50,151,7805,1179460,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:39:02,T,650,650,2,1,50,151,7818,1181273,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:39:33,T,650,650,1,1,50,151,7839,1184598,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:40:04,T,650,650,1,1,50,151,7863,1188226,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:40:35,T,650,650,1,1,50,151,7886,1191701,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:41:05,T,650,650,1,1,50,151,7901,1193968,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:41:36,T,650,650,1,1,50,151,7917,1196385,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:42:07,T,650,650,1,1,50,151,7937,1199406,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:42:38,T,650,650,1,1,50,151,7954,1201976,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:43:09,T,650,650,1,1,50,151,7967,1203944,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:43:39,T,650,650,1,1,50,151,7987,1206965,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:44:10,T,650,650,1,1,50,151,8004,1209533,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:44:41,T,650,650,2,1,50,151,8018,1211497,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:45:12,T,650,650,1,1,50,151,8029,1213310,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:45:42,T,650,650,1,1,50,151,8040,1214825,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:46:07,S,692,650,1,1,50,151,8052,1217091,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:46:09,S,40,40,3,1,50,151,8052,1217091,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:46:26,S,300,40,3,1,50,151,8052,1217091,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:46:38,S,600,650,1,1,50,151,8052,1217091,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:46:40,S,650,650,1,1,50,151,8054,1217242,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:47:11,T,650,650,2,1,50,151,8077,1220566,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:47:42,T,650,650,2,1,50,151,8094,1223136,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:48:12,T,650,650,1,1,50,151,8102,1224496,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:48:43,T,650,650,2,1,50,151,8121,1227216,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:49:14,T,650,650,1,1,50,151,8132,1229032,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:49:45,T,650,650,1,1,50,151,8146,1231149,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:50:15,T,650,650,1,1,50,151,8159,1233115,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:50:46,T,650,650,1,1,50,151,8177,1235834,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:51:17,T,650,650,1,1,50,151,8195,1238553,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:51:48,T,650,650,2,1,50,151,8210,1240667,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:52:19,T,650,650,2,1,50,151,8226,1243085,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:52:49,T,650,650,1,1,50,151,8240,1245353,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:53:20,T,650,650,1,1,50,151,8260,1248376,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:53:51,T,650,650,1,1,50,151,8278,1251096,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:54:22,T,650,650,1,1,50,151,8295,1253515,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:54:38,S,190,12,3,1,50,151,8302,1254572,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:55:09,T,190,12,3,1,50,151,8302,1254572,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:55:40,T,190,12,3,1,50,151,8302,1254572,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:55:44,S,191,12,1,1,50,151,8302,1254572,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:55:46,S,650,650,1,1,50,151,8302,1254572,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:55:50,S,692,650,3,1,50,151,8303,1254874,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:55:52,S,9,9,3,1,50,151,8303,1254874,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:56:23,T,9,9,3,1,50,151,8303,1254874,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:56:33,S,325,9,3,1,50,151,8303,1254874,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:57:04,T,325,9,3,1,50,151,8303,1254874,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:57:06,S,300,9,3,1,50,151,8303,1254874,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:57:08,S,600,9,1,1,50,151,8303,1254874,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:57:14,S,650,650,1,1,50,151,8304,1255025,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:57:20,S,7,7,3,1,50,151,8307,1255478,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:57:22,S,300,7,3,1,50,151,8307,1255478,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:57:24,S,550,7,3,1,50,151,8308,1255478,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:57:35,S,300,7,3,1,50,151,8308,1255478,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:57:39,S,550,7,3,1,50,151,8308,1255478,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:57:47,S,600,7,1,1,50,151,8308,1255478,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:57:49,S,650,650,1,1,50,151,8308,1255478,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:58:20,T,650,650,1,1,50,151,8330,1258954,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:58:51,T,650,650,2,1,50,151,8349,1261673,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:59:21,T,650,650,2,1,50,151,8355,1262580,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,10:59:52,T,650,650,1,1,50,151,8365,1264241,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,11:00:02,S,692,650,1,1,50,151,8374,1265453,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,11:00:05,S,190,12,3,1,50,151,8374,1265453,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,11:00:09,S,191,650,3,1,50,151,8374,1265453,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,11:00:11,S,650,650,1,1,50,151,8374,1265453,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,11:00:27,S,692,650,3,1,50,151,8383,1266813,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,11:00:29,S,190,12,3,1,50,151,8383,1266813,0,0,0,0,0,0,0,0,0,0,0
